"","dec","condtn","order","race","age","int_corr","career_c.x","income","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","wave","age_o","race_o","income_o","goal","date","go_out","career_c.y","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"161",0,2,7,4,25,-0.13,6,42096,25,20,25,20,10,0,2,25,4,48441,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
"162",1,1,9,6,27,-0.35,7,46138,10,20,25,20,20,5,13,27,6,41191,1,7,3,10,8,7,7,8,5,5,2,2,9,5,7,2,8,4,9,5,2
"163",0,2,19,4,25,0.65,2,46138,15,30,20,20,10,5,21,25,4,20000,1,6,3,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9
"164",1,2,9,2,29,-0.01,7,55080,95,1,1,1,1,1,15,29,2,52805,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8
"165",1,2,3,2,27,0.23,7,46138,75,5,5,5,5,5,15,27,2,41191,2,7,4,6,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9
"166",1,2,1,2,21,0.72,2,74893,19,24,21,23,5,8,4,21,2,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"167",0,1,1,1,27,0.21,6,53539,21,17,22,20,8,13,3,27,1,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"168",1,1,1,2,21,-0.34,14,53940,60,15,0,15,0,10,3,21,2,41191,3,5,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
"169",1,2,12,2,27,0.02,6,46138,14,18,17,16,15,20,14,27,2,41191,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7
"170",1,2,13,2,24,0.53,1,46138,20,21,21,22,6,10,15,24,2,41191,2,5,3,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3
"171",1,2,5,4,26,0.03,5,46272,25,20,20,20,5,10,21,26,4,41191,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7
"172",1,1,1,2,25,0.72,2,34870,30,30,40,0,0,0,20,25,2,48876,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6
"173",0,2,13,6,24,0.3,6,46138,20,10,25,20,10,15,14,24,6,27503,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4
"174",0,2,13,4,25,-0.31,6,42096,25,20,25,20,10,0,2,25,4,43185,2,6,4,9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
"175",0,2,12,2,28,-0.08,4,46138,40,15,20,10,5,10,2,28,2,41191,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"176",1,2,18,2,29,-0.37,2,35968,50,7,20,23,0,0,4,29,2,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"177",1,2,1,6,30,0.38,2,46138,20,25,25,15,5,10,4,30,6,41191,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9
"178",0,2,4,3,29,0.25,7,46138,75,5,5,10,0,5,14,29,3,28759,3,4,3,9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5
"179",1,2,12,2,25,0.21,3,31148,17,18,28,27,5,5,14,25,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"180",0,2,13,2,29,0.43,7,48785,25,10,20,20,10,15,15,29,2,65693,1,7,1,6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4
"181",1,1,2,6,27,0.72,7,46138,10,20,25,20,20,5,13,27,6,41191,6,6,2,2,3,2,7,7,10,10,3,1,4,10,2,10,7,6,8,2,1
"182",0,2,5,2,30,-0.2,7,46138,30,3,30,30,3,4,21,30,2,41191,2,7,3,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3
"183",1,2,3,2,28,0.01,7,46138,25,15,25,15,0,20,2,28,2,41191,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"184",1,2,12,4,27,0.18,7,46138,50,10,10,10,10,10,11,27,4,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"185",0,2,7,4,25,-0.03,10,66827,30,10,15,20,15,10,14,25,4,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"186",1,2,7,2,28,0.19,7,30147,40,20,20,20,0,0,2,28,2,41191,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
"187",1,2,5,2,30,0.68,6,37994,25,25,25,25,0,0,19,30,2,18619,1,4,2,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1
"188",0,2,10,2,26,0.21,2,46138,25,25,25,13,12,0,21,26,2,72412,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5
"189",1,2,8,2,30,0.09,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"190",0,2,9,3,29,0.59,7,46138,30,10,25,20,8,7,19,29,3,41191,1,4,2,5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4
"191",1,2,10,2,24,-0.11,1,46138,35,10,25,20,5,5,17,24,2,81266,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4
"192",1,2,15,6,24,0.11,7,46138,20,20,25,25,5,5,11,24,6,41191,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2
"193",1,2,6,2,24,0.14,1,46138,35,10,25,20,5,5,17,24,2,29746,1,4,1,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6
"194",0,2,3,1,30,0.1,9,55080,30,25,20,15,5,5,15,30,1,41191,3,6,2,7,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4
"195",1,2,3,4,27,0.12,7,46138,50,10,10,10,10,10,11,27,4,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"196",1,2,6,4,31,0.55,15,34752,16,16,20,16,16,16,19,31,4,89977,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6
"197",0,2,22,2,30,0.37,7,46138,25,20,20,20,0,15,21,30,2,41191,2,7,3,7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8
"198",0,2,1,4,26,0.13,5,46272,25,20,20,20,5,10,21,26,4,36510,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1
"199",1,2,5,4,31,0.02,15,34752,16,16,20,16,16,16,19,31,4,41191,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9
"200",0,2,2,2,28,0.71,1,55419,30,30,20,10,10,0,4,28,2,38207,2,7,2,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7
"201",0,2,4,2,26,0.34,7,55550,40,5,20,10,10,15,4,26,2,109031,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3
"202",1,2,6,1,27,0.4,7,55138,40,20,20,20,0,0,21,27,1,71787,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3
"203",1,2,15,2,28,-0.01,7,46138,25,15,25,15,0,20,2,28,2,17134,1,6,3,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
"204",1,2,12,2,24,0.32,4,16767,20,20,20,20,10,10,21,24,2,41191,1,3,1,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6
"205",0,2,7,2,29,0.47,7,46138,30,15,15,20,10,10,12,29,2,41191,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8
"206",0,2,15,2,26,0.24,2,46138,25,25,25,13,12,0,21,26,2,49642,2,4,3,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7
"207",1,2,4,2,27,-0.05,7,46138,75,5,5,5,5,5,15,27,2,41191,5,4,1,6,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7
"208",1,2,13,4,22,0.05,7,46138,40,8,10,12,10,20,4,22,4,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"209",0,2,20,4,24,-0.19,5,47624,20,16,16,17,16,15,21,24,4,46280,1,7,1,9,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2
"210",1,2,19,2,28,-0.05,7,46138,25,15,25,15,0,20,2,28,2,41191,1,6,2,7,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
"211",0,2,5,1,25,0.03,1,41547,30,15,20,20,0,5,4,25,1,41191,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3
"212",0,2,8,2,29,0.32,7,46138,30,20,20,20,10,0,21,29,2,20000,1,6,3,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9
"213",0,2,17,3,28,0.09,7,46138,23,18,21,18,10,10,11,28,3,41191,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"214",1,2,10,2,21,0.54,7,46138,25,10,25,5,10,25,11,21,2,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"215",0,1,1,3,25,0.07,17,46138,20,15,30,10,15,10,13,25,3,41191,1,7,3,10,8,7,7,8,5,5,2,2,9,5,7,2,8,4,9,5,2
"216",1,2,13,4,27,0.46,4,46138,20,20,15,15,12,18,11,27,4,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"217",1,2,15,4,27,0.3,7,46138,20,20,20,20,20,0,15,27,4,75347,2,7,2,3,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3
"218",0,1,9,6,33,-0.09,7,46138,22,22,15,15,5,21,10,33,6,37405,3,7,4,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10
"219",0,2,13,2,34,0.63,1,35187,30,20,30,5,5,10,14,34,2,41778,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5
"220",1,2,22,4,23,-0.16,4,36673,15,25,20,10,10,20,21,23,4,71787,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3
"221",0,2,9,2,28,-0.27,7,55704,50,10,10,10,10,10,14,28,2,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"222",1,1,2,4,24,0.26,7,45017,15,15,20,15,15,20,20,24,4,25314,1,5,3,2,4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5
"223",1,1,1,4,20,-0.23,10,46138,80,10,10,20,8,10,5,20,4,42390,5,4,3,6,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5
"224",0,2,1,4,23,0.2,7,26298,25,20,20,20,5,10,14,23,4,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"225",1,1,1,2,28,0.42,7,106663,16,25,20,12,12,15,16,28,2,62844,6,4,1,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3
"226",1,2,12,6,29,-0.07,7,46138,40,30,10,8,2,10,12,29,6,37315,2,6,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7
"227",0,2,4,4,30,-0.22,1,46138,30,20,10,30,0,10,2,30,4,41191,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
"228",1,2,6,1,23,0.02,7,46138,25,15,20,20,10,10,11,23,1,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"229",1,2,15,2,23,0.2,1,29809,25,10,35,15,0,15,2,23,2,48441,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
"230",0,2,9,4,28,0.11,7,53229,20,30,10,20,0,20,11,28,4,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"231",1,2,20,3,27,0.21,7,46138,25,25,25,15,10,0,14,27,3,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"232",0,2,11,1,27,0.49,7,55138,40,20,20,20,0,0,21,27,1,46280,1,7,1,9,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2
"233",0,2,11,2,29,0.31,6,46138,30,15,20,10,10,15,19,29,2,41191,2,4,2,5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9
"234",1,2,7,2,28,0.08,7,46138,25,15,25,15,0,20,2,28,2,61152,1,6,1,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
"235",0,2,9,2,27,-0.03,7,55080,20,20,20,20,10,10,15,27,2,41191,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6
"236",1,2,5,4,29,0.43,7,46138,35,30,25,5,0,5,17,29,4,42651,2,3,2,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6
"237",1,2,11,2,30,0.64,1,46138,20.51,14.53,24.79,17.09,5.98,17.09,14,30,2,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"238",1,2,10,3,27,0.09,7,46138,25,25,25,15,10,0,14,27,3,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"239",1,2,7,4,23,0.21,5,28891,20,25,20,15,10,10,2,23,4,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"240",0,1,7,2,25,0.59,5,46138,30,0,30,30,10,0,3,25,2,50948,3,6,1,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2
"241",0,2,5,4,29,0,7,57513,50,20,10,10,5,5,12,29,4,37315,2,6,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7
"242",1,2,8,2,30,-0.2,7,46138,35,10,20,25,5,5,21,30,2,41191,1,3,2,6,1,1,1,8,9,10,8,0,9,9,6,10,9,7,10,5,5
"243",1,1,7,2,32,0.11,1,46138,18,10,30,10,10,22,10,32,2,8607,2,4,2,7,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3
"244",1,1,9,4,22,0.05,1,46138,19,18,19,18,14,12,1,22,4,37754,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8
"245",0,2,2,2,26,0.62,8,46138,10,10,30,30,5,15,15,26,2,41191,2,7,4,6,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9
"246",0,1,7,2,22,0.45,7,46138,21,20,19,20,10,10,3,22,2,41191,2,5,3,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"247",1,2,4,2,28,-0.22,7,46138,20,20,20,20,0,20,21,28,2,20000,1,6,3,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9
"248",1,2,19,2,24,0.48,2,46138,25,15,25,25,15,15,2,24,2,41191,2,5,2,4,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
"249",1,2,9,1,29,0.09,2,46138,20,15,20,15,15,15,19,29,1,41191,2,5,3,4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4
"250",1,2,2,2,27,0.41,2,46138,20,20,20,15,5,20,11,27,2,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"251",1,2,6,2,24,0.76,5,46138,10,20,35,20,0,15,4,24,2,41191,2,4,1,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5
"252",0,2,19,2,27,0,10,46138,30,15,15,20,5,15,14,27,2,41191,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10
"253",1,1,1,6,24,-0.17,1,40753,20,20,20,20,10,10,3,24,6,38022,2,6,5,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5
"254",1,1,3,4,24,0.19,2,46138,17,16,17,17,17,16,16,24,4,78704,1,4,3,11,1,1,1,8,5,5,1,5,5,5,8,10,10,5,10,10,5
"255",0,2,16,2,34,0.26,7,80006,35,15,15,25,10,0,15,34,2,41191,2,5,3,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3
"256",0,2,5,2,24,0.52,2,46138,20,15,20,20,15,10,21,24,2,41191,2,7,3,7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8
"257",0,2,22,2,24,-0.18,4,16767,20,20,20,20,10,10,21,24,2,32508,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3
"258",0,2,6,6,29,0.31,7,46138,40,30,10,8,2,10,12,29,6,39729,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9
"259",0,2,13,1,28,0.16,7,25786,20,18,20,17,10,15,11,28,1,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"260",0,2,1,2,30,0.2,7,46138,30,3,30,30,3,4,21,30,2,41191,2,4,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2
"261",0,2,9,2,32,-0.06,7,46138,50,0,10,30,0,10,21,32,2,49642,2,4,3,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7
"262",1,2,18,1,23,-0.06,7,46138,25,15,20,20,10,10,11,23,1,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"263",1,2,21,4,28,0.27,7,53229,20,30,10,20,0,20,11,28,4,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"264",0,2,8,2,24,0.28,1,46138,20,21,21,22,6,10,15,24,2,33906,3,4,2,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8
"265",1,2,9,6,30,0.54,2,22173,30,0,30,30,10,0,19,30,6,41191,1,4,1,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7
"266",1,2,5,1,29,-0.3,2,46138,20,15,20,15,15,15,19,29,1,22161,1,6,5,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9
"267",1,2,8,1,27,0.53,7,55138,40,20,20,20,0,0,21,27,1,35627,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4
"268",0,2,4,4,22,0.81,1,61686,20,5,25,25,5,20,21,22,4,49642,2,4,3,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7
"269",0,2,17,4,24,0.12,5,47624,20,16,16,17,16,15,21,24,4,35627,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4
"270",1,1,5,2,27,0.21,6,46138,25,16,20,20,8,10,13,27,2,41191,2,4,3,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6
"271",0,1,9,2,24,-0.36,7,46138,100,0,0,0,0,0,1,24,2,69487,2,7,1,5,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1
"272",0,2,1,3,24,0.66,2,46138,30,10,20,20,10,10,11,24,3,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"273",0,2,13,2,22,0.52,6,46138,30,15,25,25,5,0,2,22,2,41191,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
"274",0,2,7,1,30,0.6,9,55080,30,25,20,15,5,5,15,30,1,78704,2,5,3,2,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8
"275",0,2,3,3,29,0.03,7,46138,75,5,5,10,0,5,14,29,3,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"276",0,2,16,1,23,0.36,7,46138,25,15,20,20,10,10,11,23,1,36594,1,7,3,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1
"277",1,2,4,4,27,0.22,4,46138,20,20,15,15,12,18,11,27,4,36594,1,7,3,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1
"278",0,2,5,4,20,-0.05,13,46138,30,10,10,30,10,10,19,20,4,40163,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3
"279",1,2,3,2,23,0.4,2,78844,25,20,15,20,5,15,19,23,2,41191,1,4,1,7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6
"280",1,2,21,6,24,0.08,7,46138,20,20,25,25,5,5,11,24,6,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"281",0,1,1,2,22,-0.63,7,46138,30,10,20,30,0,10,3,22,2,41191,2,5,3,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6
"282",0,2,10,2,27,0.06,10,46138,30,15,15,20,5,15,14,27,2,41778,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5
"283",1,1,1,2,23,-0.21,1,56580,30,5,15,40,5,5,1,23,2,65929,1,5,1,5,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1
"284",1,1,1,4,22,0.33,1,66699,40,10,10,10,10,20,5,22,4,57213,1,3,1,7,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
"285",1,2,4,2,39,0.45,2,51725,40,20,15,20,0,5,4,39,2,41191,2,4,1,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5
"286",0,2,12,2,25,0.44,2,43844,27,15,28,10,10,10,11,25,2,41191,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"287",1,2,12,4,27,0.01,2,46138,17,19,18,17,11,18,12,27,4,40695,1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7
"288",1,2,15,1,28,-0.2,7,25786,20,18,20,17,10,15,11,28,1,18283,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6
"289",1,2,14,4,25,0.62,6,46138,15,10,30,10,5,30,4,25,4,40409,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2
"290",0,2,5,2,27,-0.62,7,55080,20,20,20,20,10,10,15,27,2,75347,2,7,2,3,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3
"291",0,2,5,2,28,0.36,6,52804,20,20,15,15,5,25,4,28,2,41191,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2
"292",1,2,9,2,39,-0.16,2,51725,40,20,15,20,0,5,4,39,2,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"293",1,2,13,2,32,0.21,7,46138,50,0,10,30,0,10,21,32,2,41191,2,4,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2
"294",0,1,2,1,27,0.8,6,53539,21,17,22,20,8,13,3,27,1,23988,1,5,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"295",0,2,20,2,30,0.03,7,46138,35,10,20,25,5,5,21,30,2,15863,2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2
"296",0,2,14,3,29,0.04,7,46138,75,5,5,10,0,5,14,29,3,49409,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6
"297",0,2,15,2,30,-0.28,7,46138,35,10,20,25,5,5,21,30,2,41191,1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10
"298",1,2,7,6,24,0.01,7,46138,20,20,25,25,5,5,11,24,6,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"299",0,2,6,2,29,0.1,2,35968,50,7,20,23,0,0,4,29,2,26645,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7
"300",0,2,4,4,24,-0.07,2,46138,25,26,15,10,9,15,19,24,4,41191,1,4,1,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7
"301",1,2,6,2,28,-0.38,7,46138,25,15,25,15,0,20,2,28,2,36485,1,4,3,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
"302",1,2,14,1,27,0.21,1,12063,35,10,20,15,10,10,2,27,1,43664,1,5,2,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
"303",1,2,21,4,22,0.29,6,46138,35,40,5,5,7,8,11,22,4,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"304",1,2,9,2,23,0.43,6,33772,25,5,30,15,5,20,12,23,2,57316,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"305",1,2,8,2,22,0.2,1,46138,30,10,20,15,15,10,21,22,2,72412,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5
"306",0,2,5,2,29,0.18,7,48785,25,10,20,20,10,15,15,29,2,41191,2,7,2,3,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2
"307",1,2,1,6,24,0.28,5,46138,30,30,30,5,2,3,21,24,6,41191,2,7,3,7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8
"308",1,2,11,2,29,-0.2,2,35968,50,7,20,23,0,0,4,29,2,40409,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2
"309",0,2,22,1,27,0.42,7,55138,40,20,20,20,0,0,21,27,1,41191,2,4,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2
"310",1,2,16,6,24,0,7,46138,20,20,25,25,5,5,11,24,6,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"311",1,1,4,2,24,0.34,13,46138,25,7,35,20,8,5,16,24,2,31486,5,4,2,11,8,4,5,10,8,8,7,4,3,9,7,8,7,4,5,6,4
"312",1,2,8,4,23,-0.37,7,46138,40,30,0,20,0,10,21,23,4,41191,1,3,1,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6
"313",0,2,7,4,23,-0.14,7,46138,25,15,20,20,10,10,21,23,4,41191,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7
"314",1,2,7,2,27,0.06,6,46138,14,18,17,16,15,20,14,27,2,43367,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3
"315",0,2,20,2,26,-0.22,2,80608,24,16,28,14,8,10,11,26,2,41191,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"316",1,2,15,2,32,0.59,2,46138,25,15,20,25,10,5,11,32,2,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"317",0,2,21,2,27,0.59,2,53196,20,20,15,25,10,10,11,27,2,46608,2,5,1,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10
"318",1,2,10,2,30,-0.1,7,46138,40,10,20,10,0,20,21,30,2,32508,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3
"319",1,1,6,2,27,0.52,7,36381,55,10,15,15,5,0,16,27,2,62844,6,4,1,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3
"320",1,2,2,3,28,0.47,7,46138,23,18,21,18,10,10,11,28,3,25401,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"321",0,2,12,2,27,-0.32,9,69487,40,0,10,50,0,0,14,27,2,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"322",0,2,11,3,29,0.22,7,46138,75,5,5,10,0,5,14,29,3,41778,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5
